521	185	44	68	
520	187	43	68	
504	201	43	94	
500	205	38	83	
498	206	38	94	
496	206	38	90	
492	208	53	93	
492	210	38	72	
490	212	36	83	
489	213	52	87	
488	215	52	87	
485	215	36	101	
484	215	54	101	
482	215	55	105	
480	220	56	101	
480	224	54	87	
476	226	56	103	
477	227	53	103	
474	227	56	103	
472	228	57	102	
472	231	56	99	
469	233	57	97	
467	238	60	92	
465	240	58	90	
463	239	61	109	
462	239	61	108	
460	241	61	109	
458	243	61	111	
457	247	60	112	
455	250	59	113	
451	252	60	116	
451	253	60	113	
450	253	59	116	
449	254	59	114	
448	257	58	116	
443	261	59	123	
443	264	59	122	
441	266	47	121	
437	267	62	120	
435	266	62	120	
432	272	63	116	
429	272	63	122	
426	276	62	126	
423	280	63	123	
421	281	63	127	
419	282	63	126	
417	283	62	130	
415	288	61	121	
411	288	62	135	
408	293	62	138	
406	296	61	135	
402	298	62	134	
398	299	64	132	
393	300	66	132	
388	302	67	135	
383	305	69	133	
378	310	70	139	
373	314	71	138	
369	316	72	137	
366	317	70	136	
364	318	67	134	
361	320	67	139	
361	324	61	142	
354	329	63	141	
346	332	66	145	
341	335	67	142	
337	337	67	140	
323	338	70	151	
315	340	78	145	
315	343	72	152	
304	348	77	149	
302	352	73	150	
297	354	71	148	
293	356	68	146	
290	357	62	145	
286	359	58	146	
274	362	62	152	
268	367	65	151	
267	372	65	151	
259	375	67	149	
250	376	63	149	
241	377	56	147	
228	378	56	151	
217	381	57	157	
198	386	86	154	
193	391	90	149	
185	394	88	146	
176	395	82	145	
134	397	99	143	
134	397	99	143	
131	400	101	140	
127	408	104	132	
123	408	108	132	
115	410	85	130	
115	410	85	130	
106	410	64	94	
98	411	64	92	
92	413	63	107	
92	421	69	97	
83	422	54	81	
72	423	53	77	
64	423	53	72	
56	422	51	67	
48	425	51	59	
39	426	52	53	
0	110	51	57	
0	110	51	57	
0	110	51	57	
0	110	51	57	
0	109	51	58	
0	108	51	58	
0	107	52	59	
2	108	58	59	
2	107	62	60	
2	107	62	60	
4	107	60	60	
652	192	44	65	
652	193	41	76	
651	193	45	65	
649	192	47	77	
649	192	47	80	
110	419	74	68	
649	191	44	81	
107	418	81	69	
37	404	50	53	
650	191	38	81	
97	417	91	69	
21	400	74	60	
94	416	95	71	
19	399	77	62	
648	189	34	85	
88	415	102	72	
10	397	88	64	
10	397	180	93	
2	397	188	98	
1	396	190	99	
0	397	191	98	
82	412	109	83	
0	396	97	65	
639	187	40	66	
0	396	192	99	
638	186	40	66	
0	396	192	99	
0	396	196	100	
637	185	39	67	
0	396	197	100	
0	396	197	100	
0	395	199	100	
0	395	199	100	
0	395	199	100	
0	395	199	100	
0	395	200	100	
0	395	201	129	
0	395	201	130	
0	395	202	130	
0	395	202	130	
0	394	203	130	
0	394	204	130	
0	394	204	130	
0	394	205	130	
0	394	205	130	
0	394	206	130	
0	394	206	130	
0	394	206	130	
0	394	207	130	
0	394	207	130	
0	392	207	132	
0	392	207	132	
0	394	207	130	
0	392	208	132	
0	394	208	130	
0	394	208	130	
0	394	208	130	
0	394	207	130	
0	394	207	130	
0	394	207	130	
0	394	207	130	
0	394	207	130	
0	394	207	130	
598	164	48	65	
0	394	207	130	
599	164	48	65	
0	394	207	130	
602	164	45	60	
0	394	207	130	
605	164	42	62	
0	394	207	130	
0	394	207	130	
0	394	207	130	
0	394	207	130	
0	394	207	105	
0	394	207	105	
0	394	207	105	
0	394	207	101	
0	394	207	101	
0	394	207	101	
0	394	207	100	
0	394	207	100	
0	394	207	100	
0	394	207	100	
0	394	207	100	
0	394	207	100	
0	394	207	99	
96	412	111	81	
0	394	153	67	
96	412	111	81	
0	394	153	67	
96	412	111	78	
0	394	152	67	
96	412	111	78	
0	394	152	67	
95	411	112	79	
0	394	147	65	
95	411	112	80	
0	394	147	65	
95	411	112	78	
0	394	147	65	
95	411	112	69	
0	394	147	65	
95	411	112	69	
8	394	84	32	
102	413	105	67	
102	413	105	67	
111	414	96	66	
141	418	62	48	
895	494	65	46	
864	468	96	72	
833	473	127	67	
805	442	155	98	
773	426	187	114	
747	417	213	123	
0	336	149	38	
703	407	257	133	
694	407	266	133	
663	393	297	147	
634	396	326	144	
8	333	142	38	
599	383	361	157	
8	328	142	41	
599	376	361	164	
23	328	127	31	
579	370	381	170	
31	324	119	35	
559	364	399	176	
57	321	92	37	
531	360	400	180	
512	351	392	189	
496	346	385	194	
496	340	359	200	
470	333	360	206	
453	328	355	203	
443	319	340	210	
441	315	326	206	
429	304	314	206	
410	288	310	210	
407	288	279	207	
397	262	274	218	
672	64	47	67	
389	262	273	210	
672	64	47	67	
380	262	264	202	
672	64	47	67	
119	416	81	63	
30	397	71	56	
363	258	255	191	
672	65	47	66	
119	416	81	63	
25	396	76	60	
363	258	252	191	
672	65	47	65	
112	414	88	66	
25	396	76	60	
352	258	247	182	
672	65	47	65	
112	414	89	66	
25	396	86	62	
344	254	240	177	
112	414	92	69	
25	397	87	60	
337	252	229	165	
104	413	100	69	
8	395	104	62	
330	248	220	156	
8	393	198	97	
323	240	217	162	
106	132	79	38	
672	67	47	64	
0	393	211	97	
314	238	216	157	
672	67	47	63	
0	392	212	99	
309	226	206	159	
672	67	47	63	
0	393	211	98	
305	226	198	157	
673	67	46	63	
0	392	215	125	
296	216	191	157	
673	67	46	63	
0	392	218	124	
296	216	183	150	
810	135	40	80	
673	67	46	63	
0	392	219	144	
289	211	180	148	
812	136	38	80	
673	67	46	63	
0	391	227	127	
285	208	174	143	
673	67	46	63	
0	390	238	148	
274	204	173	140	
106	129	83	41	
673	67	46	63	
127	481	53	58	
0	389	236	130	
268	202	172	135	
106	135	105	35	
673	67	46	63	
0	388	238	151	
269	187	162	144	
106	135	105	35	
673	67	46	63	
0	388	243	149	
273	186	151	140	
106	129	105	41	
673	67	46	63	
0	387	248	138	
269	176	147	143	
820	136	36	80	
106	129	105	41	
673	67	46	63	
0	385	253	140	
266	176	143	133	
831	136	41	67	
106	129	105	41	
673	67	46	63	
0	384	260	140	
262	179	140	124	
834	136	38	76	
106	129	104	41	
673	67	46	63	
0	384	266	146	
261	179	135	119	
673	67	46	63	
0	383	273	143	
257	171	133	121	
673	67	46	63	
0	381	280	150	
254	159	127	127	
672	67	47	63	
0	380	287	145	
253	157	124	117	
672	67	47	63	
0	380	294	144	
251	157	120	116	
672	67	47	63	
0	376	302	148	
836	261	62	43	
249	159	117	110	
672	67	47	63	
0	376	309	147	
834	261	66	42	
246	143	115	122	
672	67	47	63	
0	374	317	146	
834	261	64	48	
244	143	115	116	
672	67	47	63	
0	372	326	147	
834	261	66	48	
242	143	111	112	
672	67	47	63	
5	370	331	147	
831	259	69	50	
242	139	107	113	
672	67	47	63	
3	369	341	145	
831	259	69	50	
239	139	108	107	
672	67	47	63	
0	366	352	146	
831	257	75	52	
236	139	107	107	
672	67	47	63	
0	362	362	152	
832	257	83	52	
232	139	106	101	
0	361	371	149	
832	257	83	52	
196	119	139	117	
0	356	389	156	
831	254	76	55	
196	119	134	111	
0	355	388	156	
830	254	73	55	
215	121	111	104	
0	352	397	170	
831	253	83	56	
105	98	223	126	
673	64	47	68	
608	50	40	67	
0	347	411	193	
830	253	69	56	
105	98	224	123	
673	65	47	67	
605	50	43	67	
0	345	414	176	
830	253	69	56	
105	98	224	117	
673	65	47	67	
605	50	43	67	
0	340	421	172	
829	253	74	50	
105	98	203	117	
673	65	47	67	
605	50	43	67	
19	339	406	171	
829	253	70	50	
105	98	202	112	
673	65	47	67	
605	50	43	67	
19	336	413	170	
829	253	70	50	
136	113	165	94	
671	65	49	67	
605	50	43	67	
18	331	421	209	
829	255	68	43	
112	98	189	105	
671	65	49	67	
605	50	43	67	
18	322	428	218	
829	255	66	42	
112	98	184	102	
671	65	48	67	
605	50	43	67	
17	320	434	220	
109	98	179	100	
671	65	48	67	
605	50	43	67	
17	321	439	219	
640	231	58	49	
105	98	182	94	
671	65	48	67	
605	50	43	67	
17	418	204	122	
163	312	296	182	
638	231	58	49	
105	98	180	91	
671	65	48	67	
605	50	43	67	
17	418	208	122	
176	311	287	170	
622	225	74	53	
105	98	179	88	
671	65	48	67	
0	397	226	143	
186	306	280	173	
620	220	75	45	
105	92	166	92	
671	65	48	67	
0	397	226	143	
176	297	292	176	
620	220	75	45	
135	92	131	90	
671	65	48	61	
0	397	230	143	
208	295	261	171	
615	208	65	46	
134	92	126	88	
0	397	232	143	
219	248	251	211	
474	256	102	40	
235	187	123	84	
105	91	159	87	
31	63	59	79	
0	397	233	143	
229	248	240	206	
224	180	134	91	
105	88	154	88	
31	63	59	79	
0	397	233	143	
240	248	229	196	
464	258	79	33	
220	179	138	94	
372	206	70	49	
130	88	118	87	
44	63	46	79	
0	397	233	143	
250	248	216	190	
220	179	138	86	
372	206	68	49	
108	88	149	85	
44	63	46	79	
0	397	233	143	
259	192	206	235	
0	332	102	27	
108	88	149	83	
47	64	43	78	
0	397	234	143	
222	467	48	73	
267	184	199	231	
0	329	108	30	
108	88	133	81	
47	64	43	78	
0	397	234	143	
220	457	51	83	
275	184	190	231	
0	329	113	31	
464	186	103	35	
105	88	136	80	
0	397	235	143	
219	456	52	84	
283	184	173	220	
0	332	129	28	
217	163	141	99	
464	186	102	37	
100	88	141	78	
0	397	323	143	
296	184	168	209	
0	327	142	32	
205	160	163	98	
462	186	104	37	
47	64	200	100	
0	397	323	143	
296	188	151	205	
0	327	142	32	
198	159	170	99	
462	186	104	37	
76	88	171	75	
0	397	328	143	
302	188	163	203	
0	327	143	32	
198	160	170	100	
462	186	104	34	
98	92	113	69	
0	396	322	144	
307	188	158	197	
0	327	145	32	
203	154	167	106	
462	186	104	34	
71	90	137	70	
0	392	322	148	
202	156	276	217	
0	327	145	33	
462	186	104	33	
57	84	120	74	
0	396	322	144	
182	153	296	214	
0	327	145	33	
44	84	125	73	
0	370	367	170	
184	143	263	216	
0	327	146	32	
41	88	123	71	
0	367	367	173	
0	327	146	32	
178	143	269	211	
35	87	129	72	
0	367	367	173	
0	327	146	32	
178	138	278	213	
26	87	123	71	
13	367	370	173	
0	327	146	32	
178	138	279	198	
8	87	129	67	
13	354	370	186	
0	327	146	32	
181	140	276	196	
8	87	124	67	
203	354	180	186	
13	398	222	142	
0	327	146	32	
181	140	260	192	
0	87	124	66	
203	354	180	186	
13	398	222	142	
0	327	146	32	
167	132	288	194	
0	87	112	63	
203	354	180	186	
13	398	222	142	
0	327	146	32	
178	132	277	188	
0	87	96	66	
203	354	181	186	
14	398	221	142	
0	327	146	32	
183	131	267	184	
0	87	90	66	
203	341	182	199	
14	398	221	142	
0	327	146	32	
340	266	98	40	
245	131	200	139	
183	175	86	53	
0	87	85	65	
203	341	188	199	
14	398	221	142	
0	327	146	32	
247	132	197	170	
0	87	71	64	
203	341	189	199	
109	458	125	82	
14	398	194	88	
0	327	146	32	
247	131	195	171	
0	93	64	59	
203	341	182	199	
110	454	124	86	
24	398	185	83	
0	327	146	32	
247	131	193	160	
0	96	54	56	
203	319	180	221	
108	456	126	84	
